housing,contact,month,duration,poutcome,y
yes,unknown,may,130,unknown,1
yes,unknown,may,143,unknown,1
yes,unknown,may,74,unknown,1
yes,unknown,may,105,unknown,1
yes,unknown,may,477,unknown,1
yes,unknown,may,158,unknown,1
yes,unknown,may,250,unknown,1
yes,unknown,may,168,unknown,1
yes,unknown,may,520,unknown,1
yes,unknown,may,171,unknown,1
yes,unknown,may,113,unknown,1
yes,unknown,may,254,unknown,1
yes,unknown,may,149,unknown,1
yes,unknown,may,133,unknown,1
yes,unknown,may,293,unknown,1
yes,unknown,may,485,unknown,1
yes,unknown,may,374,unknown,1
yes,unknown,may,425,unknown,1
yes,unknown,may,207,unknown,1
yes,unknown,may,83,unknown,1
yes,unknown,may,228,unknown,1
yes,unknown,may,149,unknown,1
yes,unknown,may,139,unknown,1
yes,unknown,may,732,unknown,2
yes,unknown,may,142,unknown,1
yes,unknown,may,359,unknown,1
yes,unknown,may,112,unknown,1
yes,unknown,may,1521,unknown,1
yes,unknown,may,216,unknown,1
yes,unknown,may,161,unknown,1
yes,unknown,may,122,unknown,1
yes,unknown,may,800,unknown,1
yes,unknown,may,615,unknown,1
yes,unknown,may,254,unknown,1
no,unknown,may,111,unknown,1
yes,unknown,may,354,unknown,1
yes,unknown,may,359,unknown,1
yes,unknown,may,97,unknown,1
yes,unknown,may,327,unknown,1
yes,unknown,may,236,unknown,1
yes,unknown,may,160,unknown,1
yes,unknown,may,180,unknown,1
yes,unknown,may,184,unknown,1
no,unknown,may,227,unknown,1
yes,unknown,may,109,unknown,1
yes,unknown,may,492,unknown,1
yes,unknown,may,298,unknown,1
yes,unknown,may,83,unknown,1
no,unknown,may,241,unknown,1
yes,unknown,may,204,unknown,1
yes,unknown,may,131,unknown,1
yes,unknown,may,1138,unknown,2
yes,unknown,may,123,unknown,1
yes,unknown,may,125,unknown,1
yes,unknown,may,295,unknown,1
yes,unknown,may,287,unknown,1
yes,unknown,may,109,unknown,1
yes,unknown,may,140,unknown,1
yes,unknown,may,204,unknown,1
yes,unknown,may,233,unknown,1
yes,unknown,may,254,unknown,1
yes,unknown,may,184,unknown,1
yes,unknown,may,193,unknown,1
no,unknown,may,126,unknown,1
yes,unknown,may,230,unknown,1
yes,unknown,may,591,unknown,2
yes,unknown,may,294,unknown,1
yes,unknown,may,173,unknown,1
yes,unknown,may,336,unknown,1
yes,unknown,may,19,unknown,1
yes,unknown,may,153,unknown,1
yes,unknown,may,786,unknown,2
yes,unknown,may,99,unknown,1
yes,unknown,may,243,unknown,1
yes,unknown,may,260,unknown,1
yes,unknown,may,164,unknown,1
yes,unknown,may,255,unknown,1
yes,unknown,may,47,unknown,1
yes,unknown,may,463,unknown,1
yes,unknown,may,192,unknown,1
yes,unknown,may,388,unknown,1
yes,unknown,may,221,unknown,1
no,unknown,may,126,unknown,1
yes,unknown,may,175,unknown,1
yes,unknown,may,256,unknown,1
yes,unknown,may,202,unknown,1
yes,unknown,may,104,unknown,1
yes,unknown,may,283,unknown,1
yes,unknown,may,448,unknown,1
yes,unknown,may,127,unknown,1
yes,unknown,may,378,unknown,1
yes,unknown,may,67,unknown,1
yes,unknown,may,221,unknown,1
yes,unknown,may,150,unknown,1
yes,unknown,may,144,unknown,1
yes,unknown,may,296,unknown,1
yes,unknown,may,401,unknown,1
yes,unknown,may,435,unknown,1
yes,unknown,may,388,unknown,1
yes,unknown,may,245,unknown,1
no,unknown,may,143,unknown,1
yes,unknown,may,223,unknown,1
yes,unknown,may,423,unknown,1
yes,unknown,may,231,unknown,1
yes,unknown,may,634,unknown,1
no,unknown,may,107,unknown,1
yes,unknown,may,227,unknown,1
yes,unknown,may,69,unknown,1
yes,unknown,may,799,unknown,1
yes,unknown,may,109,unknown,1
yes,unknown,may,127,unknown,1
yes,unknown,may,120,unknown,1
yes,unknown,may,68,unknown,1
yes,unknown,may,180,unknown,1
yes,unknown,may,112,unknown,1
yes,unknown,may,444,unknown,1
no,unknown,may,246,unknown,1
yes,unknown,may,259,unknown,1
yes,unknown,may,223,unknown,1
yes,unknown,may,566,unknown,1
no,unknown,may,274,unknown,1
yes,unknown,may,49,unknown,1
no,unknown,may,380,unknown,1
yes,unknown,may,138,unknown,1
yes,unknown,may,376,unknown,1
yes,unknown,may,421,unknown,1
yes,unknown,may,121,unknown,1
no,unknown,may,36,unknown,1
yes,unknown,may,328,unknown,1
yes,unknown,may,19,unknown,1
yes,unknown,may,866,unknown,1
yes,unknown,may,229,unknown,1
yes,unknown,may,154,unknown,1
yes,unknown,may,56,unknown,1
yes,unknown,may,1581,unknown,1
yes,unknown,may,117,unknown,1
yes,unknown,may,185,unknown,1
yes,unknown,may,202,unknown,1
yes,unknown,may,279,unknown,1
no,unknown,may,180,unknown,1
yes,unknown,may,218,unknown,1
yes,unknown,may,129,unknown,1
yes,unknown,may,530,unknown,1
yes,unknown,may,104,unknown,1
yes,unknown,may,60,unknown,1
yes,unknown,may,432,unknown,1
yes,unknown,may,113,unknown,1
yes,unknown,may,516,unknown,1
yes,unknown,may,179,unknown,1
yes,unknown,may,125,unknown,1
yes,unknown,may,386,unknown,1
no,unknown,may,262,unknown,1
yes,unknown,may,396,unknown,1
yes,unknown,may,294,unknown,1
yes,unknown,may,171,unknown,1
yes,unknown,may,614,unknown,1
yes,unknown,may,118,unknown,1
yes,unknown,may,485,unknown,1
yes,unknown,may,406,unknown,1
yes,unknown,may,287,unknown,1
yes,unknown,may,216,unknown,1
yes,unknown,may,650,unknown,1
no,unknown,may,55,unknown,1
yes,unknown,may,371,unknown,1
yes,unknown,may,166,unknown,1
yes,unknown,may,48,unknown,1
yes,unknown,may,72,unknown,1
yes,unknown,may,55,unknown,1
yes,unknown,may,144,unknown,1
yes,unknown,may,474,unknown,1
yes,unknown,may,559,unknown,1
yes,unknown,may,261,unknown,1
yes,unknown,may,1101,unknown,1
no,unknown,may,236,unknown,1
yes,unknown,may,164,unknown,1
no,unknown,may,93,unknown,1
yes,unknown,may,912,unknown,1
yes,unknown,may,179,unknown,1
yes,unknown,may,485,unknown,1
yes,unknown,may,206,unknown,1
yes,unknown,may,311,unknown,1
yes,unknown,may,690,unknown,1
yes,unknown,may,362,unknown,1
yes,unknown,may,274,unknown,1
yes,unknown,may,163,unknown,1
yes,unknown,may,345,unknown,1
yes,unknown,may,329,unknown,1
yes,unknown,may,68,unknown,1
yes,unknown,may,143,unknown,1
yes,unknown,may,1062,unknown,1
yes,unknown,may,71,unknown,1
yes,unknown,may,106,unknown,1
yes,unknown,may,688,unknown,1
yes,unknown,may,103,unknown,1
yes,unknown,may,349,unknown,1
yes,unknown,may,78,unknown,1
yes,unknown,may,194,unknown,1
yes,unknown,may,224,unknown,1
yes,unknown,may,98,unknown,1
yes,unknown,may,607,unknown,1
yes,unknown,may,398,unknown,1
no,unknown,may,103,unknown,1
yes,unknown,may,241,unknown,1
yes,unknown,may,203,unknown,1
yes,unknown,may,96,unknown,1
yes,unknown,may,238,unknown,1
yes,unknown,may,153,unknown,1
yes,unknown,may,481,unknown,1
yes,unknown,may,2177,unknown,1
yes,unknown,may,119,unknown,1
yes,unknown,may,245,unknown,1
no,unknown,may,152,unknown,1
no,unknown,may,418,unknown,1
yes,unknown,may,198,unknown,1
yes,unknown,may,198,unknown,1
yes,unknown,may,374,unknown,1
no,unknown,may,51,unknown,1
yes,unknown,may,263,unknown,1
yes,unknown,may,229,unknown,1
yes,unknown,may,154,unknown,1
yes,unknown,may,278,unknown,1
yes,unknown,may,306,unknown,1
yes,unknown,may,114,unknown,1
yes,unknown,may,94,unknown,1
yes,unknown,may,208,unknown,1
yes,unknown,may,169,unknown,1
yes,unknown,may,332,unknown,1
yes,unknown,may,263,unknown,1
yes,unknown,may,353,unknown,1
yes,unknown,may,108,unknown,1
yes,unknown,may,441,unknown,1
yes,unknown,may,46,unknown,1
yes,unknown,may,266,unknown,1
yes,unknown,may,223,unknown,1
yes,unknown,may,105,unknown,1
yes,unknown,may,165,unknown,1
yes,unknown,may,381,unknown,1
yes,unknown,may,228,unknown,1
yes,unknown,may,128,unknown,1
yes,unknown,may,764,unknown,1
yes,unknown,may,113,unknown,1
yes,unknown,may,396,unknown,1
yes,unknown,may,133,unknown,1
yes,unknown,may,42,unknown,1
no,unknown,may,234,unknown,1
no,unknown,may,297,unknown,1
yes,unknown,may,50,unknown,1
yes,unknown,may,214,unknown,1
yes,unknown,may,110,unknown,1
yes,unknown,may,99,unknown,1
yes,unknown,may,274,unknown,1
yes,unknown,may,191,unknown,1
yes,unknown,may,305,unknown,1
yes,unknown,may,134,unknown,1
no,unknown,may,112,unknown,1
yes,unknown,may,283,unknown,1
yes,unknown,may,353,unknown,1
yes,unknown,may,212,unknown,1
yes,unknown,may,225,unknown,1
yes,unknown,may,283,unknown,1
yes,unknown,may,1273,unknown,1
yes,unknown,may,1574,unknown,2
yes,unknown,may,139,unknown,1
yes,unknown,may,228,unknown,1
yes,unknown,may,62,unknown,1
yes,unknown,may,256,unknown,1
yes,unknown,may,564,unknown,1
yes,unknown,may,245,unknown,1
yes,unknown,may,161,unknown,1
yes,unknown,may,79,unknown,1
yes,unknown,may,152,unknown,1
yes,unknown,may,591,unknown,1
yes,unknown,may,113,unknown,1
yes,unknown,may,193,unknown,1
yes,unknown,may,299,unknown,1
no,unknown,may,348,unknown,1
yes,unknown,may,103,unknown,1
yes,unknown,may,253,unknown,1
no,unknown,may,127,unknown,1
yes,unknown,may,244,unknown,1
yes,unknown,may,157,unknown,1
yes,unknown,may,548,unknown,1
yes,unknown,may,114,unknown,1
yes,unknown,may,126,unknown,1
yes,unknown,may,161,unknown,1
yes,unknown,may,333,unknown,1
yes,unknown,may,155,unknown,1
yes,unknown,may,152,unknown,1
yes,unknown,may,145,unknown,1
yes,unknown,may,66,unknown,1
yes,unknown,may,123,unknown,1
yes,unknown,may,74,unknown,1
yes,unknown,may,248,unknown,1
yes,unknown,may,130,unknown,1
yes,unknown,may,71,unknown,1
yes,unknown,may,984,unknown,1
yes,unknown,may,252,unknown,1
yes,unknown,may,84,unknown,1
yes,unknown,may,1689,unknown,2
yes,unknown,may,130,unknown,1
yes,unknown,may,489,unknown,1
yes,unknown,may,41,unknown,1
no,unknown,may,159,unknown,1
yes,unknown,may,196,unknown,1
yes,unknown,may,276,unknown,1
yes,unknown,may,697,unknown,1
yes,unknown,may,81,unknown,1
yes,unknown,may,149,unknown,1
yes,unknown,may,281,unknown,1
yes,unknown,may,122,unknown,1
yes,unknown,may,361,unknown,1
yes,unknown,may,319,unknown,1
yes,unknown,may,944,unknown,1
yes,unknown,may,282,unknown,1
yes,unknown,may,1102,unknown,2
yes,unknown,may,35,unknown,1
yes,unknown,may,143,unknown,1
yes,unknown,may,22,unknown,1
yes,unknown,may,90,unknown,1
yes,unknown,may,17,unknown,1
yes,unknown,may,404,unknown,1
yes,unknown,may,238,unknown,1
yes,unknown,may,71,unknown,1
yes,unknown,may,309,unknown,1
yes,unknown,may,408,unknown,1
yes,unknown,may,128,unknown,1
yes,unknown,may,297,unknown,1
yes,unknown,may,280,unknown,1
yes,unknown,may,374,unknown,1
yes,unknown,may,365,unknown,1
yes,unknown,may,177,unknown,1
yes,unknown,may,238,unknown,1
no,unknown,may,425,unknown,1
yes,unknown,may,77,unknown,1
yes,unknown,may,223,unknown,1
yes,unknown,may,201,unknown,1
yes,unknown,may,239,unknown,1
yes,unknown,may,308,unknown,1
yes,unknown,may,137,unknown,1
yes,unknown,may,162,unknown,1
yes,unknown,may,134,unknown,1
yes,unknown,may,175,unknown,1
yes,unknown,may,125,unknown,1
yes,unknown,may,211,unknown,1
yes,unknown,may,67,unknown,1
yes,unknown,may,156,unknown,1
yes,unknown,may,943,unknown,2
no,unknown,may,813,unknown,2
yes,unknown,may,178,unknown,1
yes,unknown,may,142,unknown,1
yes,unknown,may,194,unknown,1
yes,unknown,may,132,unknown,1
yes,unknown,may,109,unknown,1
yes,unknown,may,94,unknown,1
yes,unknown,may,31,unknown,1
yes,unknown,may,84,unknown,1
yes,unknown,may,489,unknown,1
yes,unknown,may,180,unknown,1
yes,unknown,may,314,unknown,1
yes,unknown,may,207,unknown,1
yes,unknown,may,146,unknown,1
yes,unknown,may,193,unknown,1
yes,unknown,may,177,unknown,1
yes,unknown,may,1040,unknown,1
yes,unknown,may,622,unknown,1
yes,unknown,may,170,unknown,1
yes,unknown,may,267,unknown,1
yes,unknown,may,1084,unknown,2
yes,unknown,may,528,unknown,1
yes,unknown,may,183,unknown,1
yes,unknown,may,238,unknown,1
yes,unknown,may,61,unknown,1
yes,unknown,may,923,unknown,1
no,unknown,may,70,unknown,1
yes,unknown,may,541,unknown,2
yes,unknown,may,41,unknown,1
yes,unknown,may,221,unknown,1
yes,unknown,may,35,unknown,1
yes,unknown,may,262,unknown,1
no,unknown,may,151,unknown,1
yes,unknown,may,135,unknown,1
yes,unknown,may,604,unknown,1
yes,unknown,may,65,unknown,1
yes,unknown,may,380,unknown,1
yes,unknown,may,693,unknown,1
yes,unknown,may,11,unknown,1
yes,unknown,may,405,unknown,1
yes,unknown,may,20,unknown,1
yes,unknown,may,202,unknown,1
yes,unknown,may,235,unknown,1
yes,unknown,may,75,unknown,1
yes,unknown,may,134,unknown,1
yes,unknown,may,101,unknown,1
yes,unknown,may,255,unknown,1
yes,unknown,may,80,unknown,1
yes,unknown,may,462,unknown,1
yes,unknown,may,161,unknown,1
yes,unknown,may,200,unknown,1
yes,unknown,may,56,unknown,1
yes,unknown,may,238,unknown,1
yes,unknown,may,418,unknown,1
yes,unknown,may,139,unknown,1
yes,unknown,may,96,unknown,1
yes,unknown,may,39,unknown,1
yes,unknown,may,471,unknown,1
yes,unknown,may,231,unknown,1
yes,unknown,may,66,unknown,1
yes,unknown,may,204,unknown,1
yes,unknown,may,159,unknown,1
yes,unknown,may,200,unknown,1
yes,unknown,may,187,unknown,1
yes,unknown,may,166,unknown,1
yes,unknown,may,144,unknown,1
yes,unknown,may,690,unknown,1
yes,unknown,may,323,unknown,1
yes,unknown,may,194,unknown,1
yes,unknown,may,82,unknown,1
yes,unknown,may,269,unknown,1
yes,unknown,may,285,unknown,1
yes,unknown,may,101,unknown,1
yes,unknown,may,294,unknown,1
yes,unknown,may,1119,unknown,2
yes,unknown,may,249,unknown,1
no,unknown,may,106,unknown,1
yes,unknown,may,152,unknown,1
yes,unknown,may,12,unknown,1
yes,unknown,may,187,unknown,1
yes,unknown,may,214,unknown,1
yes,unknown,may,268,unknown,1
yes,unknown,may,193,unknown,1
yes,unknown,may,95,unknown,1
yes,unknown,may,60,unknown,1
yes,unknown,may,381,unknown,1
yes,unknown,may,206,unknown,1
yes,unknown,may,75,unknown,1
yes,unknown,may,128,unknown,1
yes,unknown,may,216,unknown,1
yes,unknown,may,155,unknown,1
yes,unknown,may,103,unknown,1
yes,unknown,may,494,unknown,1
yes,unknown,may,107,unknown,1
yes,unknown,may,147,unknown,1
yes,unknown,may,190,unknown,1
yes,unknown,may,339,unknown,1
yes,unknown,may,198,unknown,1
yes,unknown,may,141,unknown,1
yes,unknown,may,255,unknown,1
yes,unknown,may,1120,unknown,2
yes,unknown,may,306,unknown,1
yes,unknown,may,249,unknown,1
yes,unknown,may,215,unknown,1
no,unknown,may,143,unknown,1
yes,unknown,may,162,unknown,1
yes,unknown,may,81,unknown,1
yes,unknown,may,33,unknown,1
yes,unknown,may,204,unknown,1
yes,unknown,may,124,unknown,1
yes,unknown,may,784,unknown,1
yes,unknown,may,393,unknown,1
yes,unknown,may,87,unknown,1
yes,unknown,may,108,unknown,1
yes,unknown,may,207,unknown,1
yes,unknown,may,278,unknown,1
yes,unknown,may,74,unknown,1
yes,unknown,may,196,unknown,1
no,unknown,may,149,unknown,1
yes,unknown,may,287,unknown,1
no,unknown,may,229,unknown,1
yes,unknown,may,154,unknown,1
yes,unknown,may,357,unknown,1
yes,unknown,may,147,unknown,1
no,unknown,may,93,unknown,1
yes,unknown,may,665,unknown,1
yes,unknown,may,131,unknown,1
yes,unknown,may,160,unknown,1
yes,unknown,may,74,unknown,1
yes,unknown,may,60,unknown,1
no,unknown,may,82,unknown,1
yes,unknown,may,475,unknown,1
yes,unknown,may,111,unknown,1
yes,unknown,may,284,unknown,1
yes,unknown,may,140,unknown,1
yes,unknown,may,110,unknown,1
yes,unknown,may,64,unknown,1
yes,unknown,may,149,unknown,1
yes,unknown,may,256,unknown,1
yes,unknown,may,156,unknown,1
yes,unknown,may,63,unknown,1
no,unknown,may,362,unknown,1
yes,unknown,may,32,unknown,1
yes,unknown,may,712,unknown,1
yes,unknown,may,102,unknown,1
no,unknown,may,338,unknown,1
yes,unknown,may,69,unknown,1
yes,unknown,may,446,unknown,1
yes,unknown,may,249,unknown,1
yes,unknown,may,176,unknown,1
yes,unknown,may,1007,unknown,1
yes,unknown,may,266,unknown,1
yes,unknown,may,172,unknown,1
yes,unknown,may,323,unknown,1
yes,unknown,may,175,unknown,1
yes,unknown,may,459,unknown,1
yes,unknown,may,211,unknown,1
yes,unknown,may,237,unknown,1
yes,unknown,may,50,unknown,1
yes,unknown,may,500,unknown,1
yes,unknown,may,186,unknown,1
yes,unknown,may,96,unknown,1
no,unknown,may,98,unknown,1
yes,unknown,may,364,unknown,1
yes,unknown,may,477,unknown,1
yes,unknown,may,319,unknown,1
yes,unknown,may,178,unknown,1
yes,unknown,may,513,unknown,2
yes,unknown,may,170,unknown,1
yes,unknown,may,139,unknown,1
yes,unknown,may,70,unknown,1
yes,unknown,may,110,unknown,1
yes,unknown,may,280,unknown,1
yes,unknown,may,667,unknown,1
yes,unknown,may,63,unknown,1
yes,unknown,may,159,unknown,1
no,unknown,may,177,unknown,1
yes,unknown,may,108,unknown,1
yes,unknown,may,194,unknown,1
no,unknown,may,366,unknown,1
yes,unknown,may,213,unknown,1
yes,unknown,may,141,unknown,1
yes,unknown,may,982,unknown,1
yes,unknown,may,168,unknown,1
yes,unknown,may,468,unknown,1
yes,unknown,may,180,unknown,1
yes,unknown,may,195,unknown,1
yes,unknown,may,352,unknown,1
yes,unknown,may,91,unknown,1
yes,unknown,may,288,unknown,1
yes,unknown,may,72,unknown,1
yes,unknown,may,218,unknown,1
yes,unknown,may,289,unknown,1
no,unknown,may,384,unknown,1
yes,unknown,may,130,unknown,1
yes,unknown,may,226,unknown,1
yes,unknown,may,208,unknown,1
yes,unknown,may,442,unknown,2
yes,unknown,may,101,unknown,1
yes,unknown,may,756,unknown,2
yes,unknown,may,189,unknown,1
yes,unknown,may,108,unknown,1
yes,unknown,may,205,unknown,1
no,unknown,may,238,unknown,1
yes,unknown,may,136,unknown,1
no,unknown,may,14,unknown,1
no,unknown,may,395,unknown,1
yes,unknown,may,161,unknown,1
no,unknown,may,269,unknown,1
yes,unknown,may,491,unknown,1
no,unknown,may,44,unknown,1
yes,unknown,may,26,unknown,1
yes,unknown,may,22,unknown,1
yes,unknown,may,161,unknown,1
no,unknown,may,406,unknown,1
yes,unknown,may,422,unknown,1
yes,unknown,may,147,unknown,1
yes,unknown,may,219,unknown,1
yes,unknown,may,807,unknown,1
yes,unknown,may,347,unknown,1
yes,unknown,may,534,unknown,1
yes,unknown,may,58,unknown,1
yes,unknown,may,155,unknown,1
yes,unknown,may,152,unknown,1
yes,unknown,may,461,unknown,1
yes,unknown,may,389,unknown,1
yes,unknown,may,314,unknown,1
yes,unknown,may,28,unknown,1
yes,unknown,may,229,unknown,1
yes,unknown,may,30,unknown,1
yes,unknown,may,103,unknown,1
yes,unknown,may,32,unknown,1
yes,unknown,may,252,unknown,1
yes,unknown,may,369,unknown,1
yes,unknown,may,116,unknown,1
yes,unknown,may,20,unknown,1
yes,unknown,may,31,unknown,1
no,unknown,may,190,unknown,1
no,unknown,may,149,unknown,1
yes,unknown,may,210,unknown,1
yes,unknown,may,234,unknown,1
yes,unknown,may,63,unknown,1
yes,unknown,may,21,unknown,1
yes,unknown,may,2087,unknown,2
yes,unknown,may,102,unknown,1
yes,unknown,may,245,unknown,1
yes,unknown,may,190,unknown,1
yes,unknown,may,223,unknown,1
yes,unknown,may,650,unknown,1
yes,unknown,may,42,unknown,1
yes,unknown,may,206,unknown,1
yes,unknown,may,66,unknown,1
yes,unknown,may,173,unknown,1
yes,unknown,may,477,unknown,1
yes,unknown,may,77,unknown,1
yes,unknown,may,219,unknown,1
yes,unknown,may,376,unknown,1
yes,unknown,may,453,unknown,1
yes,unknown,may,151,unknown,1
yes,unknown,may,200,unknown,1
yes,unknown,may,298,unknown,1
yes,unknown,may,627,unknown,1
yes,unknown,may,133,unknown,1
yes,unknown,may,287,unknown,1
yes,unknown,may,242,unknown,1
no,unknown,may,184,unknown,1
yes,unknown,may,119,unknown,1
yes,unknown,may,403,unknown,1
yes,unknown,may,626,unknown,1
no,unknown,may,12,unknown,1
no,unknown,may,266,unknown,1
yes,unknown,may,23,unknown,1
yes,unknown,may,154,unknown,1
yes,unknown,may,10,unknown,1
yes,unknown,may,66,unknown,1
yes,unknown,may,240,unknown,1
yes,unknown,may,224,unknown,1
yes,unknown,may,202,unknown,1
yes,unknown,may,144,unknown,1
no,unknown,may,263,unknown,1
yes,unknown,may,543,unknown,1
yes,unknown,may,257,unknown,1
yes,unknown,may,237,unknown,1
yes,unknown,may,23,unknown,1
yes,unknown,may,209,unknown,1
yes,unknown,may,34,unknown,1
yes,unknown,may,72,unknown,1
yes,unknown,may,442,unknown,1
yes,unknown,may,45,unknown,1
